images,dataset_name,exp032,exp033,exp034,exp035,exp036,exp037,exp038,disagreement
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_r2poLDvHq8gnywewYhkHqg_heading_343_pitch_10.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_PrDtz0j578ohTQnb6cbVZA_heading_268_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_M29upsEjaze2UkwNbdF3ZA_heading_20_pitch_-1.png,no_unknown,0,0,0,1,1,0,0,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_ewdbq6sTYzQFugkca1lEnQ_heading_79_pitch_-2.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_j2ozOTZtZK25XAO6QOcEWQ_heading_164_pitch_-10.png,no_unknown,1,0,1,1,1,0,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_sz92-VtvQq21ehOI3-TPwA_heading_153_pitch_-6.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_nvHvJ6C8czfuVWVAw8KAHQ_heading_170_pitch_-4.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_tCwRN6pyz8QLI72Sqj-Aaw_heading_73_pitch_5.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_hmmjY-B1JGr8cKb9AHLPcQ_heading_277_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_11G0gFwJVdWkRjjNLcZdWA_heading_105_pitch_6.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_w4e9XyLbOlrTxS42WOcHrw_heading_314_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_FItZ4Qq5o1vfxoWfI2UiJA_heading_187_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_5gqf4xY9gnkHlbubBmPbbA_heading_286_pitch_-4.png,no_unknown,1,0,1,1,1,0,0,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_dFKs8b3HlgjW6zC92bnl0A_heading_17_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_A6xdGCGtbKGfGLMSZ8ONNA_heading_295_pitch_-4.png,no_unknown,0,0,1,0,0,1,0,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_2bO1a_kyYymQSoY23wN9kA_heading_160_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_RvzQRyilrWfiUi_gh5EKXg_heading_332_pitch_-2.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4PjnRj3_QifZwE-5K_DqSw_heading_42_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Ne-7srffGr1ItfXNheswnw_heading_194_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_581VIV7E-KVj_-LWQQLM5A_heading_83_pitch_1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_dulkhwvys9_erAaX5djGkg_heading_182_pitch_1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_fsyHdWxc77p4_dCCE6F4wg_heading_136_pitch_-5.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_lLjONzWf1FiVEvYbjQWunA_heading_34_pitch_-2.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_k2rw0CUw6MEXU5FtTa9rwg_heading_94_pitch_-3.png,no_unknown,1,1,1,0,0,1,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_iC7aQTqNIXdNXrm0s95uUg_heading_186_pitch_3.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_9K5V2nMTf5C1Q3uGL4UdBg_heading_80_pitch_1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4toAr46-TG0x8rEhi45bLw_heading_187_pitch_-2.png,no_unknown,1,0,1,1,1,0,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8OdWMUiPvbhDPs8G3V_dxQ_heading_127_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_cf90Vp0p-QmRVaEPOKX_wg_heading_99_pitch_-4.png,no_unknown,1,0,1,0,0,0,1,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_rqGj3-uq7nuYRFyQ03Meeg_heading_70_pitch_0.png,no_unknown,0,0,0,0,0,1,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_qHnz8nULqUw6z451WUFjYg_heading_120_pitch_-2.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_QkxYCVmZOhlSYlux1Iz1uw_heading_120_pitch_6.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid__CQInpJ8cOcVsCHGrsMqDQ_heading_156_pitch_-5.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_MYUrEuu-h0tjxxqoY92VqQ_heading_101_pitch_-2.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_fvVqCETSEDbIOXhz1DHADA_heading_158_pitch_-6.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_wpBn5dMiZZyYJXb8EHSbNA_heading_100_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4eqcBIYZPW87e-6MxojP7w_heading_68_pitch_-5.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_bHnDbieNOAAqm66cYid3-A_heading_179_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8xC7V853i3BTZqOdpKFvGw_heading_120_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Ma24SkVn103mDmFLvuAImA_heading_319_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_-bWQQkbz_eC-_8T67jVE1Q_heading_12_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_69u6S_sPjD6Y6yvjfp7OfQ_heading_151_pitch_-6.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_xFTnV_4rsRFMvGHmwzeATg_heading_80_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_LYovFEozXWr4VjfFUKO8_A_heading_297_pitch_-4.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_BVrGdX34lzEbSW_bFDCoDw_heading_336_pitch_-1.png,no_unknown,0,0,1,0,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_DY0nIctzI83Clm5Sr59nVg_heading_344_pitch_2.png,no_unknown,1,1,1,1,0,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_R5R0wH799BNcqI7umDKi2g_heading_209_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_sGUIgvFSfHsDjSoQiYEn9A_heading_251_pitch_-1.png,no_unknown,1,0,1,1,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_jyqUOO2fYCVxwS1KxaKtHA_heading_128_pitch_0.png,no_unknown,0,0,1,1,0,1,0,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_qgu-B9R8nfu6nfqZR9TcrA_heading_165_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_PFN4AkLCVik1eS6q21SuEA_heading_291_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_LiLJzGwiJfFN5gjTiFM7Aw_heading_103_pitch_1.png,no_unknown,1,1,1,1,0,0,0,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_93piF7o4ltXBJObwlz5Xmg_heading_166_pitch_-1.png,no_unknown,1,1,0,1,1,0,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Enoui6EJ9Xm8TnCrrvwRHA_heading_308_pitch_-3.png,no_unknown,0,0,0,0,1,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_UOWsZ97-MMWLlA8rWXVuaQ_heading_7_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_E0AdI5SvPe1lCFCYRhT-FA_heading_359_pitch_-6.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_09UkadIEJKeB9xl55rA5Gw_heading_286_pitch_3.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_oY2YDYNhi0arO_1PMQwIcg_heading_157_pitch_2.png,no_unknown,1,1,1,1,1,0,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_3c-syrMYMwSWmeIKz3XSVQ_heading_340_pitch_-2.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_SMlyQ_ZGRSLCCg6xjtnF8w_heading_129_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4KLcqj9ES8rQDRoPo4W85A_heading_127_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4npK6_oH0OZQ2h_EONu5og_heading_206_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_qK7u7vNkWz40ihJ0LRDRsA_heading_120_pitch_0.png,no_unknown,0,0,0,1,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_kNfCpDGtA8cs382B5wAT3g_heading_305_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_QJBfHDFcci6OAxpAg9wAvg_heading_201_pitch_-2.png,no_unknown,0,0,1,0,1,1,1,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Ckis6gpi9AMi3ErG9vusyw_heading_230_pitch_3.png,no_unknown,0,0,0,0,0,0,1,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_f_h0gwId2a-EzEtDG9GRrw_heading_249_pitch_7.png,no_unknown,0,0,0,0,1,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8wy0Rh9qD3d6dEvA5ODqJw_heading_141_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_z5epF1qnZ7IcFp_jHjCpAA_heading_50_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_YheL5BUwnEFHSL3L3O9wfA_heading_160_pitch_3.png,no_unknown,1,1,1,1,1,0,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4wK4Q5Ib1nxFgwHYauHpRw_heading_132_pitch_-3.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_SQwu6z4LLQ6C1rQoDhAfMw_heading_137_pitch_-5.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_m53kBeU7-aDR2OQGX3i55g_heading_50_pitch_-2.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_JwReX9FsX8p9mj4RmT84Tw_heading_245_pitch_-4.png,no_unknown,1,1,0,1,0,1,0,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_GmGrbUvShEXCqc__Oc998A_heading_241_pitch_7.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_QA2eoVAJmuSou_X7vcO3Vw_heading_29_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8H6S0wKkLx7FxinWRCZQQw_heading_204_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_mxkRIo_bmFT6ZLQQo2S8Gg_heading_193_pitch_3.png,no_unknown,0,0,0,1,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_MWbC1BHLahPZrfmruKDDsg_heading_223_pitch_1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_jNITjDf3V6y9PjqW2LhpzA_heading_79_pitch_0.png,no_unknown,1,1,1,1,0,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_y4jNQO20zuWprYPTH13tkA_heading_259_pitch_-1.png,no_unknown,1,0,1,1,0,1,0,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_n229A7g5HxNQN9dDeu49uA_heading_92_pitch_0.png,no_unknown,0,0,0,1,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_fFXt0MTRMRbmzUDy5anJUg_heading_153_pitch_2.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_mp1OlFkC3Pfnn38_Zn47-Q_heading_68_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_ufomO2mwxhHyOKuU0VR1tg_heading_47_pitch_3.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_OGA7nWWtzE72945A2Zh6og_heading_133_pitch_-7.png,no_unknown,1,1,1,1,0,1,0,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_lc7m5cvWOcxnagR4svu7Ew_heading_313_pitch_-1.png,no_unknown,1,0,1,1,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_TE2xbHXfuAQD9NbJ4rdZIw_heading_136_pitch_1.png,no_unknown,1,0,1,0,1,1,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_AhZ0E3EpZof4F37Irfhagw_heading_98_pitch_4.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_G3QuaAcMsfLAqsoRW2zrNQ_heading_298_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4H0whzWTTn9T9j1JSeJkXA_heading_71_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_2RN39hAvZpbPevMo_lzd5w_heading_150_pitch_1.png,no_unknown,0,0,1,0,1,0,0,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_uspRASWCdHnpvvcKIEEc4Q_heading_96_pitch_4.png,no_unknown,1,1,1,0,0,0,1,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_YHfvXJVcCRZS_ab6aPfvvw_heading_91_pitch_-2.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_ydFExoT6wcTQJrxxd3N8WQ_heading_312_pitch_0.png,no_unknown,1,1,1,1,1,0,0,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_w2lYlOypzzQ2ejZHVuJNyQ_heading_12_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4ujWZNvlf0AiCnCkYEs4_w_heading_242_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_h52yCbiZAv4FHMDOQoSyxQ_heading_37_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8G5fEmpXAfBVHtEwuITgzA_heading_295_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4YtBnKqCjHu-yFvIIsi-7Q_heading_66_pitch_-6.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_5wwHYc-IMVbnBrzFa26HfA_heading_96_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_9UTJMnnzgW2FEqt3pOD-SA_heading_50_pitch_7.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Cl1sZA3RCkfye4T2LyRaEg_heading_288_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_9I3PNWq_E3cgMzySn3mabQ_heading_236_pitch_1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_VehoHXXDW8CZTVeNE1CX3w_heading_117_pitch_5.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_3-X5NS7JFThJ4eFS0kW3hw_heading_315_pitch_-6.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_xaji17WN0YjicpYnPRAh7Q_heading_167_pitch_-5.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_7RNBGYt-9FqRG37JsyhDjw_heading_28_pitch_0.png,no_unknown,0,0,1,1,1,0,0,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_jD-i-XFK9X9WDwKGD7tG7A_heading_62_pitch_1.png,no_unknown,1,1,0,1,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_wE9MQcBgP9OFqZILE0qIpQ_heading_265_pitch_10.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_szxAsVbopVIzJ8JI-3f7jQ_heading_138_pitch_-2.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_0JrNDLOTTNnRUddidg7-Bw_heading_228_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_-2mbhhqB2V4uUXkHbE052Q_heading_84_pitch_1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Zopn8vLJ0XPdTB_lCj38xg_heading_112_pitch_-3.png,no_unknown,0,0,0,0,0,0,1,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_nliQwkMCq8_TIQKPDyVivA_heading_276_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_VgczCikprjbBMnznl9E7fQ_heading_28_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_LTei9545Bnaupk0FeDdkTg_heading_32_pitch_-3.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Nxi7XMTnMz9cH-NP2ajlgA_heading_166_pitch_1.png,no_unknown,1,0,0,0,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_arzhvDjN31OZE6k_8Zii6w_heading_147_pitch_1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_VETSKwVx8Ugq6WG3VmW-tg_heading_172_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_zq3FuCdR4hxeFjUCLdn4hw_heading_1_pitch_-5.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_eq92g3C58r93ZtzQeQpq2g_heading_186_pitch_1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_tLLTrNuD7dNBsn_SiGVkMQ_heading_284_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_TZg2uBE9cBsQE2_zxB0enw_heading_212_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_mwoelHm459B5PkBDVx9a4Q_heading_303_pitch_-1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_AoZ_4GSa7YxJ5-Qo_eFT1Q_heading_296_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_lGe3JB85HO6WzMnSQMJOGg_heading_205_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_7W7VSAEJbWRhnfCvET7C7A_heading_295_pitch_-3.png,no_unknown,0,0,0,0,1,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Ooy5SsBQGCjYUzD94ON0fw_heading_113_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_QzZBRt7MxXnr_9AAZuPDsw_heading_125_pitch_2.png,no_unknown,0,0,0,1,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_hthV1axmbhCXNAqSi7Dynw_heading_194_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_MGpqbLfqt4mK6TqoWQvniw_heading_35_pitch_1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_SnDG78jXPPfZOPPcyvir6w_heading_296_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_LdMNgsndA3iQabcVKKWQCQ_heading_141_pitch_4.png,no_unknown,1,0,0,1,0,1,0,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4gDXT4HvxPi3XOajL6d1Tg_heading_247_pitch_-4.png,no_unknown,1,0,1,1,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_qqWoCaDe2EDMkb0laeG2Ag_heading_245_pitch_-1.png,no_unknown,1,1,0,0,1,0,1,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_2bO1a_kyYymQSoY23wN9kA_heading_87_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_KEj5eDhcvzvnBsd_sIVRkA_heading_52_pitch_-1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Ep9axg-VB5ik0HsQX5OJMg_heading_128_pitch_1.png,no_unknown,0,1,0,1,1,0,1,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_GaYaOMrs7HLjKhWlbO1udg_heading_150_pitch_3.png,no_unknown,1,0,0,0,0,1,0,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_q2akVopOxaR7aUei_jeNlA_heading_306_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_pAx5b1JEvZLpXY9vyuqiFA_heading_348_pitch_7.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_2gVa4egimhPXQLrYkdbU3w_heading_72_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Gc4MySLQ_PMj2WF8BWWVqw_heading_41_pitch_6.png,no_unknown,0,0,0,1,0,1,1,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_VAaV_48ogWKJv-BbTlRHVw_heading_40_pitch_-2.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_lciTHStaBwu-MkxrfTqWXg_heading_220_pitch_-1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_VViBsmsTS1axJHswDMXWBg_heading_343_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_EaHaWaJmkvPIAFOxXudXOA_heading_341_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_91Vt9JqW5R9KoxO8IFjihQ_heading_283_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Br-6MnbIkD3WTdeBATmO7g_heading_231_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_xIeua2w_UPKKrupdiH3Yyg_heading_301_pitch_-2.png,no_unknown,1,1,1,1,1,1,1,1.0
